id;message;category
903;Cinq emails envoyés, zéro réponse. Votre service client brille par son absence.;réclamation
904;La fonction d'export Excel génère des fichiers avec des caractères corrompus.;problème technique
905;Recherchez-vous des testeurs bêta pour vos nouveaux produits ?;autre
906;Ce produit convient-il aux personnes souffrant d'allergies cutanées ?;question produit
907;Réparation bâclée, le problème est revenu une semaine après l'intervention.;réclamation
908;Les polices de caractères ne s'affichent plus correctement sur Mac.;problème technique
909;Organisez-vous des conférences sur les tendances de votre secteur ?;autre
910;Quelle est la capacité de stockage interne de cet appareil ?;question produit
911;Livraison partielle sans explication, il manque la moitié de ma commande.;réclamation
912;Impossible de supprimer définitivement les éléments de la corbeille.;problème technique
913;Puis-je obtenir une licence éducative gratuite pour mon école ?;autre
914;Ce produit nécessite-t-il une installation professionnelle obligatoire ?;question produit
915;Vous avez débité ma carte mais l'article est en rupture de stock. Scandaleux !;réclamation
916;La fonction de recherche ne trouve pas les fichiers récemment créés.;problème technique
917;Acceptez-vous les missions de conseil en transformation digitale ?;autre
918;Quelle est la fréquence de rafraîchissement de cet écran ?;question produit
919;Produit défaillant échangé contre un produit reconditionné sans mon accord.;réclamation
920;L'application ne démarre plus après l'installation de la dernière mise à jour Windows.;problème technique
921;Proposez-vous des bourses d'études pour les étudiants méritants ?;autre
922;Ce modèle dispose-t-il d'une fonction d'arrêt automatique ?;question produit
923;Frais cachés découverts après achat, vos conditions de vente sont trompeuses.;réclamation
924;Les couleurs s'affichent différemment selon le navigateur utilisé.;problème technique
925;Comment puis-je rejoindre votre programme de partenaires revendeurs ?;autre
926;Quelle est la puissance acoustique maximale de ce haut-parleur ?;question produit
927;Support technique inexistant le weekend, inadmissible pour un service payant.;réclamation
928;Impossible de joindre des fichiers de plus de 10Mo dans l'interface.;problème technique
929;Organisez-vous des ateliers de co-création avec vos clients ?;autre
930;Ce produit est-il étanche selon la norme IP68 ?;question produit
931;Commande annulée unilatéralement après confirmation, j'avais prévu cette livraison !;réclamation
932;La fonction de sauvegarde automatique s'interrompt sans message d'erreur.;problème technique
933;Puis-je devenir ambassadeur de votre marque dans ma région ?;autre
934;Existe-t-il une version gaucher de cet outil ?;question produit
935;Qualité produit dégradée par rapport aux anciens modèles, prix maintenu pourtant.;réclamation
936;L'application mobile ne synchronise plus avec la version web.;problème technique
937;Acceptez-vous les projets de fin d'études sur vos technologies ?;autre
938;Le colis est arrivé endommagé et le contenu était inutilisable. Je souhaite un remboursement complet dans les plus brefs délais. N'hésitez pas à me contacter pour plus de détails.;réclamation
939;Ce produit est-il compatible avec un MacBook Pro de 2021 ou seulement les modèles antérieurs ? Je suis joignable à tout moment si besoin.;question produit
940;Le bouton 'Payer' reste inactif malgré plusieurs tentatives, ce qui m’empêche de finaliser ma commande. Merci d’avance pour votre retour.;problème technique
941;Votre service client ne répond à aucun de mes messages. C’est inacceptable, je veux une solution immédiate à ma réclamation. Je compte sur vous pour résoudre ce problème dans les plus brefs délais.;réclamation
942;Cela fait plus de deux semaines que j’attends mon remboursement. Cette situation devient très frustrante.;réclamation
943;Le produit nécessite-t-il un abonnement mensuel après l'achat initial ou est-il entièrement autonome ? Je compte sur vous pour résoudre ce problème dans les plus brefs délais.;question produit
944;Est-il possible de venir chercher une commande en magasin plutôt que de choisir la livraison à domicile ? Merci d’avance pour votre retour.;autre
945;Cela fait plus de deux semaines que j’attends mon remboursement. Cette situation devient très frustrante. Veuillez me répondre dès que possible, c’est assez urgent.;réclamation
946;Est-il possible de venir chercher une commande en magasin plutôt que de choisir la livraison à domicile ? Merci d’avance pour votre retour.;autre
947;J'ai reçu un article complètement différent de celui commandé. Je vous demande de corriger cette erreur au plus vite. N'hésitez pas à me contacter pour plus de détails.;réclamation
948;Le produit nécessite-t-il un abonnement mensuel après l'achat initial ou est-il entièrement autonome ? Je compte sur vous pour résoudre ce problème dans les plus brefs délais.;question produit
949;L'article connecté ne parvient pas à se synchroniser avec mon téléphone, malgré le respect du guide d'installation. Votre aide serait très appréciée.;problème technique
950;Votre service client ne répond à aucun de mes messages. C’est inacceptable, je veux une solution immédiate à ma réclamation. Merci d’avance pour votre retour.;réclamation
951;Votre service client ne répond à aucun de mes messages. C’est inacceptable, je veux une solution immédiate à ma réclamation. Votre aide serait très appréciée.;réclamation
952;Le site web ne charge pas correctement sur mon ordinateur. J’ai essayé plusieurs navigateurs mais rien ne fonctionne.;problème technique
953;Je ne peux plus accéder à mon compte : le mot de passe ne fonctionne plus et le lien de récupération ne me parvient pas. Votre aide serait très appréciée.;problème technique
954;J'ai reçu un article complètement différent de celui commandé. Je vous demande de corriger cette erreur au plus vite. Je suis joignable à tout moment si besoin.;réclamation
955;Le site web ne charge pas correctement sur mon ordinateur. J’ai essayé plusieurs navigateurs mais rien ne fonctionne. Votre aide serait très appréciée.;problème technique
956;Je ne peux plus accéder à mon compte : le mot de passe ne fonctionne plus et le lien de récupération ne me parvient pas.;problème technique
957;Impossible d’utiliser l’application depuis la dernière mise à jour, elle se ferme automatiquement après le démarrage.;problème technique
958;Le site web ne charge pas correctement sur mon ordinateur. J’ai essayé plusieurs navigateurs mais rien ne fonctionne. Votre aide serait très appréciée.;problème technique
959;J’aimerais m’inscrire à votre newsletter pour être informé de vos nouveautés et promotions. Comment faire ? Je suis joignable à tout moment si besoin.;autre
960;Est-il possible de venir chercher une commande en magasin plutôt que de choisir la livraison à domicile ? Merci d’avance pour votre retour.;autre
961;Est-il possible de venir chercher une commande en magasin plutôt que de choisir la livraison à domicile ? Je suis joignable à tout moment si besoin.;autre
962;Quelles sont les dimensions exactes de l’article une fois déballé ? J’ai besoin de vérifier si cela rentre dans mon meuble. Je compte sur vous pour résoudre ce problème dans les plus brefs délais.;question produit
963;Proposez-vous ce modèle dans d'autres coloris, notamment en bleu nuit ou vert foncé ? N'hésitez pas à me contacter pour plus de détails.;question produit
964;L'article connecté ne parvient pas à se synchroniser avec mon téléphone, malgré le respect du guide d'installation. Je vous remercie pour votre compréhension et votre réactivité.;problème technique
965;Je ne peux plus accéder à mon compte : le mot de passe ne fonctionne plus et le lien de récupération ne me parvient pas. Je suis joignable à tout moment si besoin.;problème technique
966;L'article connecté ne parvient pas à se synchroniser avec mon téléphone, malgré le respect du guide d'installation. Je vous remercie pour votre compréhension et votre réactivité.;problème technique
967;Votre service client ne répond à aucun de mes messages. C’est inacceptable, je veux une solution immédiate à ma réclamation. Je suis joignable à tout moment si besoin.;réclamation
968;Votre service client ne répond à aucun de mes messages. C’est inacceptable, je veux une solution immédiate à ma réclamation. Je compte sur vous pour résoudre ce problème dans les plus brefs délais.;réclamation
969;Votre service client ne répond à aucun de mes messages. C’est inacceptable, je veux une solution immédiate à ma réclamation. Merci d’avance pour votre retour.;réclamation
970;Quelles sont les dimensions exactes de l’article une fois déballé ? J’ai besoin de vérifier si cela rentre dans mon meuble.;question produit
